date,close
2017-06-23,1616.5
2017-06-26,1608.0
2017-06-27,1582.5
2017-06-28,1612.0
2017-06-29,1588.0
2017-06-30,1536.0
2017-07-03,1560.0
2017-07-04,1566.5
2017-07-05,1558.5
2017-07-06,1564.0
2017-07-07,1578.5
2017-07-10,1594.0
2017-07-11,1612.0
2017-07-12,1632.0
2017-07-13,1898.5
2017-07-14,1867.0
2017-07-17,1866.0
2017-07-18,1867.0
2017-07-19,1849.0
2017-07-20,1845.0
2017-07-21,1856.0
2017-07-24,1916.0
2017-07-25,1906.0
2017-07-26,1899.5
2017-07-27,1888.5
2017-07-28,1754.5
2017-07-31,1743.0
2017-08-01,1746.5
2017-08-02,1719.0
2017-08-03,1744.0
2017-08-04,1770.5
2017-08-07,1795.5
2017-08-08,1792.5
2017-08-09,1835.5
2017-08-10,1786.0
2017-08-11,1731.5
2017-08-14,1765.5
2017-08-15,1798.0
2017-08-16,1818.0
2017-08-17,1832.0
2017-08-18,1785.0
2017-08-21,1769.0
2017-08-22,1756.0
2017-08-23,1765.0
2017-08-24,1768.0
2017-08-25,1757.0
2017-08-28,1725.5
2017-08-29,1743.0
2017-08-30,1728.5
2017-08-31,1752.0
2017-09-01,1820.0
2017-09-04,1833.0
2017-09-05,1863.0
2017-09-06,1843.0
2017-09-07,1820.0
2017-09-08,1865.5
2017-09-11,1867.0
2017-09-12,1903.5
2017-09-13,1876.0
2017-09-14,1858.0
2017-09-15,1895.0
2017-09-18,1893.5
2017-09-19,1872.5
2017-09-20,1872.0
2017-09-21,1872.0
2017-09-22,1922.0
2017-09-25,1853.0
2017-09-26,1848.0
2017-09-27,1867.0
2017-09-28,1856.5
2017-09-29,1873.0
2017-10-02,1906.5
2017-10-03,1961.0
2017-10-04,1942.5
2017-10-05,1925.0
2017-10-06,1893.0
2017-10-09,1920.0
2017-10-10,1840.0
2017-10-11,1855.5
2017-10-12,1863.0
2017-10-13,1858.0
2017-10-16,1832.0
2017-10-17,1833.0
2017-10-18,1852.0
2017-10-19,1839.5
2017-10-20,1796.0
2017-10-23,1799.0
2017-10-24,1889.0
2017-10-25,1855.0
2017-10-26,1896.0
2017-10-27,1921.0
2017-10-30,1898.0
2017-10-31,1950.0
2017-11-01,1991.5
2017-11-02,1932.0
2017-11-03,1965.0
2017-11-07,1950.5
2017-11-08,1935.5
2017-11-09,1890.0
2017-11-10,1856.5
2017-11-13,1860.0
2017-11-14,1890.0
2017-11-15,1873.0
2017-11-16,1925.5
2017-11-17,1949.5
2017-11-20,2002.5
2017-11-21,2038.0
2017-11-22,1975.0
2017-11-23,1987.5
2017-11-24,2025.0
2017-11-27,2017.0
2017-11-28,1991.5
2017-11-29,1957.0
2017-11-30,1940.5
2017-12-01,1931.5
2017-12-04,1907.0
2017-12-05,1899.0
2017-12-06,1900.0
2017-12-07,1949.5
2017-12-08,1957.0
2017-12-11,1997.5
2017-12-12,1954.0
2017-12-13,1938.0
2017-12-14,1919.0
2017-12-15,1895.0
2017-12-18,1892.0
2017-12-19,1902.0
2017-12-20,1873.5
2017-12-21,1884.0
2017-12-22,1832.0
2017-12-25,1847.0
2017-12-26,1840.0
2017-12-27,1865.0
2017-12-28,1883.5
2017-12-29,1894.0
2018-01-03,1943.5
2018-01-04,1978.0
2018-01-05,1942.5
2018-01-09,1963.0
2018-01-10,1972.0
2018-01-11,1963.0
2018-01-12,1955.0
2018-01-15,1970.0
2018-01-16,1992.5
2018-01-17,2035.0
2018-01-18,2099.0
2018-01-19,2098.5
2018-01-22,2118.5
2018-01-23,2145.0
2018-01-24,2138.0
2018-01-25,2134.0
2018-01-26,2176.0
2018-01-29,2197.5
2018-01-30,2150.0
2018-01-31,2179.0
2018-02-01,2202.0
2018-02-02,2150.0
2018-02-05,2150.0
2018-02-06,2054.5
2018-02-07,2140.5
2018-02-08,2159.0
2018-02-09,2086.5
2018-02-12,2127.0
2018-02-13,2135.0
2018-02-14,2200.0
2018-02-15,2283.5
2018-02-16,2371.5
2018-02-19,2416.5
2018-02-20,2413.0
2018-02-21,2473.5
2018-02-22,2435.5
2018-02-26,2383.0
2018-02-27,2386.0
2018-02-28,2343.5
2018-03-01,2310.0
2018-03-02,2280.5
2018-03-05,2347.5
2018-03-06,2389.5
2018-03-07,2427.5
2018-03-09,2469.0
2018-03-12,2450.0
2018-03-13,2415.0
2018-03-14,2430.5
2018-03-15,2446.0
2018-03-16,2436.0
2018-03-19,2426.0
2018-03-20,2463.0
2018-03-21,2497.5
2018-03-22,2385.0
2018-03-23,2385.5
2018-03-26,2344.0
2018-03-27,2364.0
2018-03-28,2265.0
2018-03-29,2314.0
2018-03-30,2287.0
2018-04-02,2253.0
2018-04-03,2263.0
2018-04-04,2249.5
2018-04-05,2315.0
2018-04-06,2312.0
2018-04-09,2124.0
2018-04-10,2169.0
2018-04-11,2240.0
2018-04-12,2161.5
2018-04-13,2083.5
2018-04-16,2020.5
2018-04-17,2103.5
2018-04-18,2142.0
2018-04-19,2096.5
2018-04-20,2084.5
2018-04-23,2140.5
2018-04-24,2105.5
2018-04-25,2025.0
2018-04-26,2061.0
2018-04-27,2015.5
2018-04-28,2030.0
2018-04-30,2097.5
2018-05-02,2215.0
2018-05-03,2128.0
2018-05-04,2107.0
2018-05-07,2152.5
2018-05-08,2127.5
2018-05-10,2190.0
2018-05-11,2201.0
2018-05-14,2186.0
2018-05-15,2118.5
2018-05-16,2114.0
2018-05-17,2131.0
2018-05-18,2119.5
2018-05-21,2142.0
2018-05-22,2122.5
2018-05-23,2086.5
2018-05-24,2094.0
2018-05-25,2089.0
2018-05-28,2102.5
2018-05-29,2079.0
2018-05-30,2072.0
2018-05-31,2076.5
2018-06-01,2137.0
2018-06-04,2163.5
2018-06-05,2213.0
2018-06-06,2214.0
2018-06-07,2175.0
2018-06-08,2144.0
2018-06-09,2159.0
2018-06-11,2192.5
2018-06-13,2290.5
2018-06-14,2292.0
2018-06-15,2268.0
2018-06-18,2287.0
2018-06-19,2295.0
2018-06-20,2301.5
2018-06-21,2270.5
2018-06-22,2220.0
2018-06-25,2177.0
2018-06-26,2185.0
2018-06-27,2227.5
2018-06-28,2193.5
2018-06-29,2244.0
2018-07-02,2257.5
2018-07-03,2240.5
2018-07-04,2236.0
2018-07-05,2226.0
2018-07-06,2315.0
2018-07-09,2316.5
2018-07-10,2302.5
2018-07-11,2303.0
2018-07-12,2345.0
2018-07-13,2390.0
2018-07-16,2333.0
2018-07-17,2420.0
2018-07-18,2398.5
2018-07-19,2364.5
2018-07-20,2329.5
2018-07-23,2333.0
2018-07-24,2377.0
2018-07-25,2391.5
2018-07-26,2430.0
2018-07-27,2388.0
2018-07-30,2242.5
2018-07-31,2250.0
2018-08-01,2272.0
2018-08-02,2237.0
2018-08-03,2252.5
2018-08-06,2230.5
2018-08-07,2272.5
2018-08-08,2185.0
2018-08-09,2132.0
2018-08-10,2128.0
2018-08-13,2152.5
2018-08-14,2150.0
2018-08-15,2091.0
2018-08-16,2123.5
2018-08-17,2099.0
2018-08-20,2133.5
2018-08-21,2164.0
2018-08-22,2137.0
2018-08-23,2120.0
2018-08-24,2115.0
2018-08-27,2151.0
2018-08-28,2153.5
2018-08-29,2168.5
2018-08-30,2142.0
2018-08-31,2150.0
2018-09-03,2179.5
2018-09-04,2168.0
2018-09-05,2125.0
2018-09-06,2105.5
2018-09-07,2098.5
2018-09-10,2111.5
2018-09-11,2094.5
2018-09-12,2066.5
2018-09-13,2132.0
2018-09-14,2187.0
2018-09-17,2148.0
2018-09-18,2144.5
2018-09-19,2145.0
2018-09-20,2174.5
2018-09-21,2204.0
2018-09-24,2193.5
2018-09-25,2213.0
2018-09-26,2216.0
2018-09-27,2185.0
2018-09-28,2160.5
2018-10-01,2134.0
2018-10-02,2136.5
2018-10-03,2172.5
2018-10-04,2157.5
2018-10-05,2143.0
2018-10-08,2170.5
2018-10-09,2220.0
2018-10-10,2146.0
2018-10-11,2118.0
2018-10-12,2140.0
2018-10-15,2178.0
2018-10-16,2307.0
2018-10-17,2310.0
2018-10-18,2235.0
2018-10-19,1790.0
2018-10-22,1755.0
2018-10-23,1760.0
2018-10-24,1781.0
2018-10-25,1777.0
2018-10-26,1761.5
2018-10-29,1859.5
2018-10-30,1843.0
2018-10-31,1916.5
2018-11-01,1999.0
2018-11-02,1995.0
2018-11-06,2002.0
2018-11-07,1995.0
2018-11-08,1982.0
2018-11-09,1921.5
2018-11-12,1886.0
2018-11-13,1903.5
2018-11-14,1940.0
2018-11-15,1920.0
2018-11-16,1916.0
2018-11-19,1924.5
2018-11-20,1902.0
2018-11-21,1909.0
2018-11-22,1921.0
2018-11-23,1898.5
2018-11-26,1920.0
2018-11-27,1945.0
2018-11-28,1945.5
2018-11-29,1967.5
2018-11-30,1965.0
2018-12-03,1989.0
2018-12-04,1957.5
2018-12-05,1955.0
2018-12-06,1914.0
2018-12-07,1912.5
2018-12-10,1903.0
2018-12-11,1869.5
2018-12-12,1871.5
2018-12-13,1888.0
2018-12-14,1860.5
2018-12-17,1869.0
2018-12-18,1856.0
2018-12-19,1894.0
2018-12-20,1864.0
2018-12-21,1860.5
2018-12-24,1840.5
2018-12-25,1828.0
2018-12-26,1832.0
2018-12-27,1880.0
2018-12-28,1916.0
2018-12-29,1930.0
2019-01-03,1859.5
2019-01-04,1916.0
2019-01-08,1926.5
2019-01-09,1960.0
2019-01-10,1985.0
2019-01-11,1983.0
2019-01-14,1992.5
2019-01-15,1999.5
2019-01-16,1980.0
2019-01-17,1993.5
2019-01-18,2044.5
2019-01-21,2044.5
2019-01-22,2051.0
2019-01-23,2060.0
2019-01-24,2083.0
2019-01-25,2152.0
2019-01-28,2167.0
2019-01-29,2152.0
2019-01-30,2157.0
2019-01-31,2212.0
2019-02-01,2197.2
2019-02-04,2212.0
2019-02-05,2250.8
2019-02-06,2244.0
2019-02-07,2192.2
2019-02-08,2163.4
2019-02-11,2196.0
2019-02-12,2230.0
2019-02-13,2258.0
2019-02-14,2264.0
2019-02-15,2200.2
2019-02-18,2161.0
2019-02-19,2126.6
2019-02-20,2166.2
2019-02-21,2115.0
2019-02-22,2133.0
2019-02-25,2214.6
2019-02-26,2169.6
2019-02-27,2163.0
2019-02-28,2208.0
2019-03-01,2247.4
2019-03-04,2303.6
2019-03-05,2340.2
2019-03-06,2362.0
2019-03-07,2329.2
2019-03-11,2346.4
2019-03-12,2355.0
2019-03-13,2345.0
2019-03-14,2303.4
2019-03-15,2352.8
2019-03-18,2306.0
2019-03-19,2318.8
2019-03-20,2301.4
2019-03-21,2274.0
2019-03-22,2276.4
2019-03-25,2293.8
2019-03-26,2315.8
2019-03-27,2268.0
2019-03-28,2317.8
2019-03-29,2293.6
2019-04-01,2243.4
2019-04-02,2249.0
2019-04-03,2268.2
2019-04-04,2280.8
2019-04-05,2298.0
2019-04-08,2301.6
2019-04-09,2346.0
2019-04-10,2350.8
2019-04-11,2434.0
2019-04-12,2435.2
2019-04-15,2453.0
2019-04-16,2499.8
2019-04-17,2451.0
2019-04-18,2383.2
2019-04-19,2415.2
2019-04-22,2400.0
2019-04-23,2412.8
2019-04-24,2410.6
2019-04-25,2407.6
2019-04-26,2389.0
2019-04-29,2406.0
2019-04-30,2391.0
2019-05-02,2413.0
2019-05-03,2414.0
2019-05-06,2407.0
2019-05-07,2388.6
2019-05-08,2379.0
2019-05-10,2340.0
2019-05-13,2286.6
2019-05-14,2299.0
2019-05-15,2312.0
2019-05-16,2392.0
2019-05-17,2425.0
2019-05-20,2407.8
2019-05-21,2392.4
2019-05-22,2424.8
2019-05-23,2365.0
2019-05-24,2383.4
2019-05-27,2404.6
2019-05-28,2280.2
2019-05-29,2350.2
2019-05-30,2379.6
2019-05-31,2336.6
2019-06-03,2319.0
2019-06-04,2341.0
2019-06-05,2361.0
2019-06-06,2389.0
2019-06-07,2418.6
2019-06-10,2435.0
2019-06-11,2494.8
2019-06-13,2492.0
2019-06-14,2465.0
2019-06-17,2455.8
2019-06-18,2480.2
2019-06-19,2470.2
2019-06-20,2492.8
2019-06-21,2468.4
2019-06-24,2452.6
2019-06-25,2424.6
2019-06-26,2391.6
2019-06-27,2410.0
2019-06-28,2405.4
2019-07-01,2482.4
2019-07-02,2491.2
2019-07-03,2505.4
2019-07-04,2494.8
2019-07-05,2481.4
2019-07-08,2465.0
2019-07-09,2478.0
2019-07-10,2500.2
2019-07-11,2495.0
2019-07-12,2573.0
2019-07-15,2546.4
2019-07-16,2542.6
2019-07-17,2509.2
2019-07-18,2489.8
2019-07-19,2518.0
2019-07-22,2486.0
2019-07-23,2482.8
2019-07-24,2507.0
2019-07-25,2461.6
2019-07-26,2520.0
2019-07-29,2441.0
2019-07-30,2480.4
2019-07-31,2490.0
2019-08-01,2550.6
2019-08-02,2470.0
2019-08-05,2369.6
2019-08-06,2413.0
2019-08-07,2428.8
2019-08-08,2413.2
2019-08-09,2405.0
2019-08-12,2410.0
2019-08-13,2428.0
2019-08-14,2374.0
2019-08-15,2365.4
2019-08-16,2394.0
2019-08-19,2424.0
2019-08-20,2438.4
2019-08-21,2421.2
2019-08-22,2399.0
2019-08-23,2391.0
2019-08-26,2394.4
2019-08-27,2429.8
2019-08-28,2434.0
2019-08-29,2441.0
2019-08-30,2462.8
2019-09-02,2469.8
2019-09-03,2487.0
2019-09-04,2487.0
2019-09-05,2509.2
2019-09-06,2503.6
2019-09-09,2466.0
2019-09-10,2450.2
2019-09-11,2466.2
2019-09-12,2457.0
2019-09-13,2453.0
2019-09-16,2447.6
2019-09-17,2438.4
2019-09-18,2432.0
2019-09-19,2407.4
2019-09-20,2350.2
2019-09-23,2342.2
2019-09-24,2301.4
2019-09-25,2322.4
2019-09-26,2319.6
2019-09-27,2315.8
2019-09-30,2263.4
2019-10-01,2287.0
2019-10-02,2250.0
2019-10-03,2265.0
2019-10-04,2274.4
2019-10-07,2284.2
2019-10-08,2295.2
2019-10-09,2312.0
2019-10-10,2327.0
2019-10-11,1898.0
2019-10-14,1975.6
2019-10-15,1986.6
2019-10-16,1957.2
2019-10-17,1927.0
2019-10-18,1934.0
2019-10-21,2061.0
2019-10-22,2054.6
2019-10-23,2046.6
2019-10-24,2090.2
2019-10-25,2064.0
2019-10-28,2118.4
2019-10-29,2134.4
2019-10-30,2156.0
2019-10-31,2125.8
2019-11-01,2138.0
2019-11-05,2171.4
2019-11-06,2191.0
2019-11-07,2187.8
2019-11-08,2184.8
2019-11-11,2179.6
2019-11-12,2184.0
2019-11-13,2173.8
2019-11-14,2186.4
2019-11-15,2267.0
2019-11-18,2525.2
2019-11-19,2510.0
2019-11-20,2514.4
2019-11-21,2549.0
2019-11-22,2566.2
2019-11-25,2629.0
2019-11-26,2635.8
2019-11-27,2668.0
2019-11-28,2624.6
2019-11-29,2693.0
2019-12-02,2620.6
2019-12-03,2599.0
2019-12-04,2607.4
2019-12-05,2568.4
2019-12-06,2570.4
2019-12-09,2584.0
2019-12-10,2588.0
2019-12-11,2595.0
2019-12-12,2628.0
2019-12-13,2662.8
2019-12-16,2690.0
2019-12-17,2660.0
2019-12-18,2625.0
2019-12-19,2623.2
2019-12-20,2680.0
2019-12-23,2699.8
2019-12-24,2688.0
2019-12-25,2687.0
2019-12-26,2713.0
2019-12-27,2736.0
2019-12-30,2697.0
2020-01-03,2685.0
2020-01-06,2672.0
2020-01-08,2677.0
2020-01-09,2728.4
2020-01-10,2725.0
2020-01-13,2703.4
2020-01-14,2685.0
2020-01-15,2690.0
2020-01-16,2719.8
2020-01-17,2772.8
2020-01-20,2800.0
2020-01-21,2770.0
2020-01-22,2790.0
2020-01-23,2820.2
2020-01-24,2798.0
2020-01-27,2780.0
2020-01-28,2799.8
2020-01-29,2890.0
2020-01-30,2888.0
2020-01-31,2873.4
2020-02-03,2880.6
2020-02-04,2990.0
2020-02-05,3008.2
2020-02-06,3048.2
2020-02-07,3103.8
2020-02-10,3087.2
2020-02-11,3085.0
2020-02-12,3037.2
2020-02-13,3087.4
2020-02-14,3011.0
2020-02-17,2983.6
2020-02-18,2937.0
2020-02-19,2953.0
2020-02-20,2988.4
2020-02-21,2911.8
2020-02-25,2681.8
2020-02-26,2690.8
2020-02-27,2678.2
2020-02-28,2659.8
2020-03-02,2721.4
2020-03-03,2723.0
2020-03-04,2654.2
2020-03-05,2728.2
2020-03-06,2685.0
2020-03-10,2590.0
2020-03-11,2615.0
2020-03-12,2460.0
2020-03-13,2470.0
2020-03-16,2370.0
2020-03-17,2425.0
2020-03-18,2318.8
2020-03-19,2434.0
2020-03-20,2455.2
2020-03-23,2299.8
2020-03-24,2459.0
2020-03-25,2555.8
2020-03-26,2610.0
2020-03-27,2597.0
2020-03-30,2670.2
2020-03-31,2714.4
2020-04-01,2605.8
2020-04-02,2550.8
2020-04-03,2520.0
2020-04-06,2582.0
2020-04-07,2668.0
2020-04-08,2742.6
2020-04-09,2697.2
2020-04-10,2701.0
2020-04-13,2659.0
2020-04-14,2755.6
2020-04-15,2588.2
2020-04-16,2637.8
2020-04-17,2630.4
2020-04-20,2736.4
2020-04-21,2659.2
2020-04-22,2655.0
2020-04-23,2640.6
2020-04-24,2621.0
2020-04-27,2715.0
2020-04-28,2754.8
2020-04-29,2870.0
2020-04-30,2850.8
2020-05-04,2828.8
2020-05-05,2842.2
2020-05-06,2864.0
2020-05-07,2910.2
2020-05-08,2975.2
2020-05-12,2977.0
2020-05-13,2893.4
2020-05-14,2821.8
2020-05-15,2839.6
2020-05-18,2945.0
2020-05-19,2970.0
2020-05-20,2964.6
2020-05-21,2910.8
2020-05-22,2905.0
2020-05-25,2960.6
2020-05-26,2913.2
2020-05-27,2826.0
2020-05-28,2888.0
2020-05-29,2833.2
2020-06-01,2846.0
2020-06-02,2837.8
2020-06-03,2867.6
2020-06-04,2861.6
2020-06-05,2884.0
2020-06-08,2873.2
2020-06-09,2902.0
2020-06-10,2881.2
2020-06-11,2850.0
2020-06-15,2967.4
2020-06-16,3009.0
2020-06-17,3068.2
2020-06-18,3108.0
2020-06-19,3155.0
2020-06-22,3254.2
2020-06-23,3358.6
2020-06-25,3499.0
2020-06-26,3430.0
2020-06-29,3467.0
2020-06-30,3545.6
2020-07-02,3548.6
2020-07-03,3549.6
2020-07-06,3639.0
2020-07-07,3598.8
2020-07-08,3581.8
2020-07-09,3637.8
2020-07-10,3633.0
2020-07-13,3678.0
2020-07-14,3772.0
2020-07-15,3882.8
2020-07-16,3824.0
2020-07-17,3950.0
2020-07-20,4029.0
2020-07-21,3964.0
2020-07-22,4010.0
2020-07-23,4002.8
2020-07-24,4017.2
2020-07-27,4123.0
2020-07-28,4114.4
2020-07-29,4187.8
2020-07-30,4191.0
2020-07-31,4257.0
2020-08-03,4288.6
2020-08-04,4312.0
2020-08-05,4340.2
2020-08-06,4413.8
2020-08-07,4360.0
2020-08-10,4205.0
2020-08-11,4185.8
2020-08-12,4288.8
2020-08-13,4366.0
2020-08-14,4389.6
2020-08-17,4500.0
2020-08-18,4503.0
2020-08-19,4620.0
2020-08-20,4700.0
2020-08-21,4772.0
2020-08-24,4913.4
2020-08-25,5055.0
2020-08-26,4973.6
2020-08-27,4842.8
2020-08-28,4845.0
2020-08-31,5089.4
2020-09-01,5033.0
2020-09-02,5070.0
2020-09-03,4917.8
2020-09-04,4885.0
2020-09-07,4975.0
2020-09-08,4670.2
2020-09-09,4743.4
2020-09-10,4597.8
2020-09-11,4662.0
2020-09-14,4730.0
2020-09-15,4685.8
2020-09-16,4637.0
2020-09-17,4595.0
2020-09-18,4628.0
2020-09-21,4527.8
2020-09-22,4900.0
2020-09-23,5008.6
2020-09-24,4775.0
2020-09-25,4934.0
2020-09-28,5080.0
2020-09-29,5095.0
2020-09-30,5062.0
2020-10-01,4928.8
2020-10-02,4907.0
2020-10-05,4980.0
2020-10-06,4869.0
2020-10-07,4779.4
2020-10-08,4714.6
2020-10-09,4683.0
2020-10-12,4759.8
2020-10-13,4838.8
2020-10-14,4772.0
2020-10-15,4754.4
2020-10-16,4530.0
2020-10-19,4457.0
2020-10-20,4340.0
2020-10-21,4410.2
2020-10-22,4455.0
2020-10-23,4523.2
2020-10-26,4504.0
2020-10-27,4600.8
2020-10-28,4586.0
2020-10-29,4637.2
2020-10-30,4561.0
2020-11-02,4589.2
2020-11-03,4591.0
2020-11-05,4854.8
2020-11-06,4927.0
2020-11-09,4985.4
2020-11-10,4696.0
2020-11-11,4724.8
2020-11-12,4718.8
2020-11-13,4799.0
2020-11-16,4735.2
2020-11-17,4680.0
2020-11-18,4691.2
2020-11-19,4742.6
2020-11-20,4745.6
2020-11-23,4687.6
2020-11-24,4935.8
2020-11-25,4946.0
2020-11-26,4985.2
2020-11-27,5115.0
2020-11-30,5278.0
2020-12-01,5310.4
2020-12-02,5193.6
2020-12-03,5166.0
2020-12-04,5065.2
2020-12-07,5002.2
2020-12-08,5066.4
2020-12-09,5094.0
2020-12-10,5169.2
2020-12-11,5124.0
2020-12-14,5040.0
2020-12-15,5050.0
2020-12-16,5198.0
2020-12-17,5145.4
2020-12-18,5082.0
2020-12-21,5004.4
2020-12-22,5084.0
2020-12-23,5113.0
2020-12-24,5029.0
2020-12-25,5039.8
2020-12-28,5026.4
2020-12-29,5020.4
2020-12-30,5167.0
2021-01-04,5185.2
2021-01-05,5340.4
2021-01-06,5188.8
2021-01-08,5254.2
2021-01-11,5214.2
2021-01-12,5121.8
2021-01-13,5079.8
2021-01-14,5077.4
2021-01-15,4998.0
2021-01-18,5043.6
2021-01-19,5008.8
2021-01-20,5170.0
2021-01-21,5069.0
2021-01-22,5015.8
2021-01-25,4901.8
2021-01-26,4898.2
2021-01-27,4828.4
2021-01-28,4876.2
2021-01-29,4760.6
2021-02-01,4847.4
2021-02-02,4997.0
2021-02-03,4917.2
2021-02-04,5016.6
2021-02-05,4973.6
2021-02-08,5060.4
2021-02-09,5147.2
2021-02-10,5306.0
2021-02-11,5361.6
2021-02-12,5448.0
2021-02-15,5478.0
2021-02-16,5348.0
2021-02-17,5187.0
2021-02-18,5007.8
2021-02-19,5005.0
2021-02-20,5064.0
2021-02-22,4918.0
2021-02-24,4928.2
2021-02-25,4857.4
2021-02-26,4813.2
2021-03-01,5004.6
2021-03-02,5027.0
2021-03-03,4890.2
2021-03-04,4718.2
2021-03-05,4722.8
2021-03-09,4707.6
2021-03-10,4692.0
2021-03-11,4889.8
2021-03-12,4960.4
2021-03-15,5039.0
2021-03-16,5161.8
2021-03-17,5037.6
2021-03-18,4858.0
2021-03-19,4880.0
2021-03-22,4891.0
2021-03-23,4906.0
2021-03-24,4850.0
2021-03-25,4741.0
2021-03-26,4785.0
2021-03-29,4830.0
2021-03-30,4788.0
2021-03-31,4859.0
2021-04-01,4949.2
2021-04-02,4935.0
2021-04-05,4940.0
2021-04-06,4961.8
2021-04-07,4845.2
2021-04-08,4888.0
2021-04-09,4813.0
2021-04-12,4854.8
2021-04-13,4600.0
2021-04-14,4661.0
2021-04-15,4677.8
2021-04-16,4690.0
2021-04-19,4663.8
2021-04-20,4665.6
2021-04-21,4648.0
2021-04-22,4605.0
2021-04-23,4570.2
2021-04-26,4703.6
2021-04-27,4732.0
2021-04-28,4834.8
2021-04-29,5040.0
2021-04-30,4934.8
2021-05-04,4802.2
2021-05-05,4864.4
2021-05-06,4828.6
2021-05-07,4831.6
2021-05-10,4702.8
2021-05-11,4678.0
2021-05-12,4601.0
2021-05-13,4638.4
2021-05-14,4687.0
2021-05-17,4704.2
2021-05-18,4740.0
2021-05-19,4741.6
2021-05-20,4750.8
2021-05-21,4767.2
2021-05-24,4891.8
2021-05-25,4897.8
2021-05-26,4995.4
2021-05-27,4962.2
2021-05-28,4945.0
2021-05-31,4942.0
2021-06-01,4933.0
2021-06-02,4948.0
2021-06-03,4901.8
2021-06-04,4923.4
2021-06-07,4911.4
2021-06-08,4889.6
2021-06-09,4973.0
2021-06-10,5005.8
2021-06-11,5056.8
2021-06-14,5090.0
2021-06-15,4925.0
2021-06-16,4962.8
2021-06-17,5041.4
2021-06-18,5047.0
2021-06-21,5008.4
2021-06-22,5007.0
2021-06-23,5040.0
2021-06-24,5033.0
2021-06-25,5088.0
2021-06-28,5099.8
2021-06-29,5084.6
2021-06-30,5176.6
2021-07-01,5168.6
2021-07-02,5216.0
2021-07-05,5212.4
2021-07-06,5247.4
2021-07-07,5341.4
2021-07-08,5354.2
2021-07-09,5235.8
2021-07-12,5281.0
2021-07-13,5256.8
2021-07-14,5177.8
2021-07-15,5188.0
2021-07-16,5150.0
2021-07-19,5109.0
2021-07-20,5095.4
2021-07-21,5151.2
2021-07-22,5165.8
2021-07-23,5196.4
2021-07-26,5155.2
2021-07-27,5035.2
2021-07-28,5076.8
2021-07-29,5034.6
2021-07-30,4970.4
2021-08-02,4938.0
2021-08-03,4934.0
2021-08-04,4989.6
2021-08-05,4995.0
2021-08-06,4971.2
2021-08-09,4971.0
2021-08-10,4966.2
2021-08-11,5036.4
2021-08-12,4984.4
2021-08-13,4975.0
2021-08-16,5093.0
